"","comuna","Severe","n","n_psu_comuna","n_strata_comuna","deg_free","se.m","se.s","deff","se.tot","var.tot","cv","CI_L","CI_U","promhupm","rho","coterho","calidad2","calidadf","incdf14","excn50","excrho","excdf2"
"81",6107,0.0413807537437092,91,11,2,9,0.0150518414724899,0.0118619929958399,0.677603440950287,0.0191641542872709,0.000367264809546322,0.463117574077157,0.00995154071258503,0.0728099667748335,8.27272727272727,-0.0443295268693356,-0.1,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"82",6108,0.0236466324266254,212,38,2,36,0.00592270871823859,0.00796891176654376,0.960279921172577,0.00992884853868055,9.8582033304059e-05,0.41988425072743,0.00736332082318927,0.0399299440300615,5.57894736842105,-0.00867449997380512,-0.027027027027027,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"83",6109,0.0359676356486161,73,6,2,4,0.0186526779241039,0.0091875350209103,0.423670358748712,0.0207926235357832,0.000432333193500805,0.578092586872144,0.00186773304993161,0.0700675382473005,12.1666666666667,-0.0516116096642945,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"84",6110,0.0451307290745441,97,14,2,12,0.0127952500580728,0.0141878032723649,0.779941256518026,0.0191052920873757,0.00036501218574394,0.423332227933184,0.013798050051248,0.0764634080978402,6.92857142857143,-0.0371183422740678,-0.0769230769230769,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"85",6111,0.0583965706242489,54,8,2,6,0.0221153814164851,0.0167854400494862,0.584071020507586,0.027764025155793,0.000770841092851509,0.475439308490217,0.0128635693687483,0.10392957187975,6.75,-0.0723354746943329,-0.142857142857143,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"86",6112,0.00906075969326465,59,8,2,6,0.0105584483609774,0.00666114013043946,1.05978766534062,0.0124840546149389,0.000155851619628777,1.3778154412614,-0.0114130898752352,0.0295346092617645,7.375,0.00937845730833289,-0.142857142857143,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"87",6113,0.0248631309186757,108,12,2,10,0.0108794966795584,0.017276213901509,2.22383332758982,0.020416439816266,0.000416831014771213,0.821153212081205,-0.00861983038000064,0.058346092217352,9,0.152979165948727,-0.0909090909090908,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"88",6114,0.0285800711957346,64,10,2,8,0.0154436012192213,0.0147721978473947,1.13257622033385,0.0213710703489766,0.000456722647860907,0.747761270523571,-0.00646848417658705,0.0636286265680562,6.4,0.0245511519136766,-0.111111111111111,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"89",6115,0.0466259300978285,226,38,2,36,0.0103741847800004,0.00759209391428246,0.602600908849071,0.0128554890942693,0.000165263599852877,0.275715445617846,0.0255429279832268,0.0677089322124301,5.94736842105263,-0.080325348211358,-0.027027027027027,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"90",6116,0.0282786539161478,95,12,2,10,0.0137959097034872,0.00629527012792994,0.315372972629138,0.0151643513059537,0.000229957550530378,0.536247282169764,0.00340911777438386,0.0531481900579118,7.91666666666667,-0.098982220824703,-0.0909090909090908,0,"Excluir","Excluir","Incluir","Excluir","Incluir"
"91",6117,0.0193177574584574,225,28,2,26,0.005737057542876,0.00612750200965652,0.781333246548119,0.0083940520684956,7.04601101286152e-05,0.434525181639065,0.00555151206612461,0.0330840028507902,8.03571428571429,-0.0310795385616886,-0.037037037037037,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"92",6201,0.0218752811390741,134,36,2,34,0.00834648867018838,0.00944993783285158,1.04514310726705,0.0126081401549294,0.000158965198166343,0.576364713887422,0.00119793128498993,0.0425526309931583,3.72222222222222,0.0165831822613643,-0.0285714285714285,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"93",6202,0.00142345707583538,49,6,2,4,0.00440846739224793,0.00138268985339746,1.40115853573586,0.00462021817441575,2.13464159792016e-05,3.2457727407792,-0.00615370073020644,0.0090006148818772,8.16666666666667,0.0559756096375613,-0.2,0,"Excluir","Excluir","Excluir","Incluir","Incluir"
"94",6203,0.0165567785551466,45,11,2,9,0.0206202340750161,0.0114226499937503,1.09704919169181,0.023572674565865,0.000555670986188177,1.42374765038682,-0.0221024077328719,0.0552159648431652,4.09090909090909,0.0313982679002906,-0.1,0,"Excluir","Excluir","Excluir","Incluir","Incluir"
"95",6204,0.0295595622004259,52,14,2,12,0.0111886342331373,0.0222675972317157,1.3026457481765,0.0249205020510592,0.000621031422476845,0.843060593458321,-0.0113100611633112,0.0704291855641629,3.71428571428571,0.111501065117657,-0.0769230769230769,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"96",6205,0.00945338330141609,71,7,2,5,0.00596162073877995,0.00870916184052003,1.61682279649218,0.0105541660872577,0.000111390421797421,1.11644326171316,-0.00785544908168661,0.0267622156845188,10.1428571428571,0.0674649933663326,-0.166666666666667,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"97",6206,0.010650916228146,67,6,2,4,0.0080307796143638,0.00772587278390536,0.66156696854669,0.0111437216174656,0.000124182531487571,1.04626882596422,-0.0076247872244976,0.0289266196807896,11.1666666666667,-0.0332884948970469,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"98",6301,0.0233073486783887,336,60,2,58,0.00511548523118863,0.00730781817505522,1.50668187495694,0.00892033607159374,7.95723956301764e-05,0.382726332140256,0.00867799752097494,0.0379366998358024,5.6,0.110148233686292,-0.0169491525423728,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"99",6302,0.0430061437766229,77,10,2,8,0.0125273677861887,0.0203559644403987,1.33657942513601,0.0239018876231401,0.000571300231949216,0.555778442896165,0.00380704807467318,0.0822052394785726,7.7,0.0502357350949267,-0.111111111111111,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"100",6303,0.0316090180626642,173,21,2,19,0.009540384992375,0.00787243514536808,0.786858058786917,0.0123690816522796,0.000152994180920761,0.391314960425477,0.0113237241529256,0.0518943119724028,8.23809523809524,-0.0294472418781234,-0.05,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"101",6304,0.0488084859317994,49,6,2,4,0.0192659327835733,0.0278387060901218,1.37159484611256,0.0338551284563114,0.00114616972279335,0.693632015211813,-0.00671392473655134,0.10433089660015,8.16666666666667,0.0518504436436132,-0.2,0,"Excluir","Excluir","Excluir","Incluir","Incluir"
"102",6305,0.0639130568110273,68,12,2,10,0.0217656739812935,0.028966774747794,1.94891195740855,0.0362328387398696,0.00131281860314939,0.566908242974511,0.00449120127764118,0.123334912344413,5.66666666666667,0.203338276587546,-0.0909090909090908,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"103",6306,0.0246956990710549,87,6,2,4,0.0103155109542618,0.0135189492094803,1.09625916379484,0.0170050508372072,0.000289171753976003,0.688583497404953,-0.00319258430196497,0.0525839824440748,14.5,0.00713030842924726,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"104",6307,0.0220483561863904,60,6,2,4,0.0161385584857861,0.00950728572406397,0.715960781460646,0.0187307648492561,0.000350841551838129,0.849531125627312,-0.00867009816638967,0.0527668105391704,10,-0.0315599131710394,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"105",6308,0.0313697284292523,65,6,2,4,0.0147416197273283,0.0117214980274047,0.530444894782589,0.018833716260781,0.000354708868191606,0.600378683648996,0.000482433761571498,0.0622570230969331,10.8333333333333,-0.047751366632279,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"106",6309,0.0177136706658719,23,3,1,2,0.0221777220578819,0.0147967573031336,1.0164042366348,0.0266607460954208,0.000710795382364497,1.5050943758815,-0.0260099529306183,0.061437294262362,7.66666666666667,0.00246063549522014,-0.5,0,"Excluir","Excluir","Excluir","Incluir","Excluir"
"107",6310,0.0335416241091337,151,24,2,22,0.0112781501634704,0.00911488952611417,0.754119016924941,0.0145009614227145,0.000210277882183054,0.432327348715524,0.00976004737588194,0.0573232008423854,6.29166666666667,-0.0464656975889875,-0.0434782608695652,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"108",7101,0.0393802553463076,866,197,2,195,0.0042733031940879,0.00527421901842109,1.14322522474876,0.00678811508762753,4.60785064428765e-05,0.172373567106999,0.0282477466025985,0.0505127640900168,4.39593908629442,0.0421754398736992,-0.00510204081632648,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"109",7102,0.0249529709554529,155,23,2,21,0.00745562560393661,0.00921840462753447,0.940666073188307,0.0118560253467604,0.000140565337023024,0.475134819333788,0.00550908938676588,0.0443968525241399,6.73913043478261,-0.0103384872474919,-0.0454545454545454,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"110",7103,0.0200779576237778,70,6,2,4,0.0100392830379314,0.0121335876180469,0.916013817614792,0.0157483698331135,0.000248011152400518,0.784361145102881,-0.00574936890252829,0.0459052841500839,11.6666666666667,-0.0078737045986133,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"111",7104,0.0160996661775186,55,6,2,4,0.0106046440106888,0.0145331694363473,1.09147500657197,0.0179908723651472,0.000323671488459017,1.11746865846632,-0.0134053645013228,0.0456046968563599,9.16666666666667,0.0112010212128945,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"112",7105,0.035977449176348,77,6,2,4,0.015174941733016,0.0166045252375413,1.24197131731955,0.0224942018076787,0.000505989114964577,0.625230590902111,-0.000913041788245111,0.0728679401409411,12.8333333333333,0.020448280336863,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"113",7106,0.0389058203354694,62,6,2,4,0.0168310557052926,0.0327094566666187,3.21818251985124,0.0367857715914736,0.00135319299158007,0.945508185517864,-0.0214228450745474,0.0992344857454861,10.3333333333333,0.237662412841204,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"114",7107,0.0379545002372249,60,6,2,4,0.0200893480993977,0.014479876345428,0.646312341582876,0.0247638592718836,0.000613248726037657,0.652461740165288,-0.00265822896866421,0.0785672294431141,10,-0.0392986287130137,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"115",7108,0.0463051309776886,82,6,2,4,0.0186618596062088,0.0109573540246992,0.494103179681547,0.0216409013487064,0.000468328611184441,0.467354284326152,0.0108140527658101,0.081796209189567,13.6666666666667,-0.03993922265672,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"116",7109,0.0325732724290589,157,21,2,19,0.0113062806021768,0.0147445278743973,2.10160635772087,0.018580448952973,0.000345233083294036,0.570420088845518,0.0021013361461831,0.0630452087119346,7.47619047619048,0.170100981706898,-0.05,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"117",7110,0.0067207041473524,53,6,2,4,0.0114220086449906,0.00267695715215834,0.295726288621952,0.0117315123100447,0.000137628381080731,1.74557785208658,-0.012518976041121,0.0259603843358258,8.83333333333333,-0.0899072823035806,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"118",7201,0.0288072121185348,172,31,2,29,0.0108267535844868,0.00666568472481205,0.623463737214641,0.0127141632060387,0.000161649946029789,0.441353476126847,0.00795598446063124,0.0496584397764383,5.54838709677419,-0.0827845684138023,-0.0333333333333334,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"119",7202,0.0365849510395151,49,11,2,9,0.0196378028498665,0.019086521680461,0.914891933972219,0.0273850070408779,0.000749938610628933,0.748532012829527,-0.00832646050752469,0.0814963625865549,4.45454545454545,-0.0246365454290945,-0.1,0,"Excluir","Excluir","Excluir","Incluir","Incluir"
"120",7203,0.076289417770675,42,6,2,4,0.03059352145834,0.0313742979696347,1.0569202334604,0.0438213432964958,0.00192031012830933,0.574409198248467,0.00442241476442194,0.148156420776928,7,0.009486705576733,-0.2,0,"Excluir","Excluir","Excluir","Incluir","Incluir"
"121",7301,0.0372433870060347,634,118,2,116,0.00489508815870943,0.0062686499530882,1.28884871724918,0.00795348101876719,6.32578603158901e-05,0.21355418124239,0.0241996781352565,0.0502870958768129,5.3728813559322,0.0660545516189993,-0.00854700854700852,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"122",7302,0.0152793425127927,60,13,2,11,0.0073838853889483,0.0129383213770388,1.0070445583437,0.0148970441193098,0.000221921923492663,0.974979395012398,-0.00915180984287543,0.0397104948684608,4.61538461538461,0.00194849486102273,-0.0833333333333333,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"123",7303,0.0106853824922512,58,6,2,4,0.0123166398596817,0.00822977768898473,1.28885355096689,0.0148131312774582,0.00021942885824321,1.38629864566854,-0.0136081528027802,0.0349789177872826,9.66666666666667,0.0333292558807945,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"124",7304,0.0183818748369805,151,29,2,27,0.00662436935699168,0.00811679663015011,0.992391157568295,0.0104768629328185,0.000109764656913067,0.5699561674602,0.00119981962715816,0.0355639300468029,5.20689655172414,-0.00180865926655288,-0.0357142857142858,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"125",7305,0.0493923643905438,77,6,2,4,0.0176998186885983,0.0173201636677947,0.838230567858482,0.0247643221407017,0.000613271651088447,0.501379564357175,0.00877887607979303,0.0900058527012945,12.8333333333333,-0.0136706562373114,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"126",7306,0.059426558505522,79,6,2,4,0.0186475161297964,0.051075697772385,5.95522790858966,0.0543733092679398,0.00295645676074703,0.914966483594829,-0.0297456686938993,0.148598785704943,13.1666666666667,0.407279006185451,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"127",7307,0.0353097026011216,88,6,2,4,0.0138922662369515,0.0119728336778049,0.704685556376886,0.0183396784997644,0.000336343807474722,0.519394873044948,0.00523262986150795,0.0653867753407353,14.6666666666667,-0.0216083739236425,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"128",7308,0.0379547078672844,146,15,2,13,0.0111348253980799,0.0147487373511954,1.87530666973206,0.0184799780871156,0.000341509590100272,0.486895542754122,0.00764754380441487,0.068261871930154,9.73333333333333,0.100225954549473,-0.0714285714285714,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"129",7309,0.06777880500338,50,6,2,4,0.0307539842464321,0.0625320181460328,4.75921122840915,0.0696854420983721,0.00485606084044557,1.02813028490097,-0.0465053200379501,0.18206293004471,8.33333333333333,0.512619712964884,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"130",7401,0.0344626788253552,343,64,2,62,0.00625319628716814,0.00773326459332099,1.11948746774058,0.0099451417826075,9.89058450761655e-05,0.288577154231277,0.0181526463018789,0.0507727113488315,5.359375,0.0274093115964054,-0.0158730158730158,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"131",7402,0.0580936089470534,88,7,2,5,0.0188295941477296,0.0217897412392619,1.47956830488762,0.0287983756320075,0.000829346439042202,0.495723645922124,0.0108642729105612,0.105322944983546,12.5714285714286,0.0414441744964608,-0.166666666666667,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"132",7403,0.0724105618720921,113,15,2,13,0.0166826211073933,0.0170956440881069,0.849948051667884,0.023886625835393,0.000570570893800067,0.329877647926376,0.0332364955020475,0.111584628242137,7.53333333333333,-0.0229671349487933,-0.0714285714285714,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"133",7404,0.0442179555287672,154,30,2,28,0.0123950170709201,0.0116277188304041,1.0147921447704,0.0169953020975603,0.000288840293387336,0.384352960111498,0.0163456600887683,0.072090250968766,5.13333333333333,0.00357874470251512,-0.0344827586206897,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"134",7405,0.0280720282002613,95,8,2,6,0.0111763052121739,0.0148931645295173,1.36261366324555,0.0186203154618534,0.000346716147898937,0.663304957127397,-0.00246528915717828,0.0586093455577009,11.875,0.0333437851260273,-0.142857142857143,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"135",7406,0.0200151253161089,128,26,2,24,0.00857158651970248,0.00999951295371083,1.31545151073488,0.0131705108016423,0.000173462354776176,0.658027896085276,-0.00158451239858444,0.0416147630308022,4.92307692307692,0.0804092086186962,-0.04,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"136",7407,0.0565824953546131,81,10,2,8,0.0157701452907789,0.0217769943737341,1.21566606230406,0.0268874499803519,0.000722934966445925,0.475190247652445,0.012487077386836,0.10067791332239,8.1,0.0303755017329665,-0.111111111111111,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"137",7408,0.0533410675380325,97,8,2,6,0.017504006004467,0.0132625375528928,0.711059616363234,0.0219609910647563,0.000482285128546307,0.411708877950334,0.0173250421918321,0.0893570928842328,12.125,-0.0259721693156644,-0.142857142857143,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"138",8101,0.0252490087382842,998,169,2,167,0.00324944095700545,0.00386641335935,1.16893052061119,0.00505054638612741,2.55080187984247e-05,0.200029491790283,0.0169661126650353,0.0335319048115332,5.90532544378698,0.0344381881583734,-0.00595238095238093,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"139",8102,0.0454551527502894,373,84,2,82,0.00921753075102175,0.0102329319885442,1.88156754881121,0.0137722826803766,0.000189675770228202,0.30298617091962,0.0228686091544718,0.0680416963461071,4.44047619047619,0.256234166436476,-0.0120481927710843,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"140",8103,0.0593242770530453,327,53,1,52,0.0110093191725787,0.0296669340394116,8.45447191225406,0.0316438316886958,0.00100133208394251,0.533404421606371,0.0074283930835843,0.111220161022506,6.16981132075472,1.44192339908564,-0.0192307692307692,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"141",8104,0.0156993054699222,69,14,2,12,0.0195011547430764,0.00988681140473052,1.24373366372373,0.0218642190820098,0.00047804407606612,1.3926870283465,-0.0201580138245739,0.0515566247644182,4.92857142857143,0.0620412962205863,-0.0769230769230769,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"142",8105,0.0166146816986617,96,18,2,16,0.00887875073249794,0.0109088557498898,1.49724560122096,0.0140653954207387,0.000197835348341736,0.846564242146849,-0.00645256679134972,0.0396819301886731,5.33333333333333,0.114748984897144,-0.0588235294117647,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"143",8106,0.051676713091278,162,45,1,44,0.0116424631990292,0.0112675993173987,0.814496922993914,0.0162020290000417,0.000262505743718191,0.313526693762886,0.0251053855312097,0.0782480406513463,3.6,-0.0713473373100332,-0.0227272727272727,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"144",8107,0.0307148968805686,179,32,2,30,0.00801375205754177,0.00918492066822359,0.877635033662824,0.0121894622408585,0.000148582989721316,0.396858315632831,0.0107241788055606,0.0507056149555766,5.59375,-0.026637271583603,-0.032258064516129,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"145",8108,0.0212333647194419,461,83,1,82,0.00382174908471989,0.00686547118256168,1.85198220447845,0.00785750982342003,6.17404606251423e-05,0.370054860698808,0.00834704860903301,0.0341196808298507,5.55421686746988,0.18707545759712,-0.0121951219512195,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"146",8109,0.0162127367406112,70,13,2,11,0.00902317615381068,0.0101333195933425,0.707225231895305,0.0135684145677937,0.000184101873883517,0.836898469695514,-0.00603946315057053,0.0384649366317929,5.38461538461539,-0.0667731927256323,-0.0833333333333333,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"147",8110,0.0301429770848795,608,133,2,131,0.00479366797184332,0.00517217115510263,1.07892081057029,0.00705199312832564,4.97306070819521e-05,0.233951447744128,0.0185777083544255,0.0417082458153336,4.57142857142857,0.0220978269596807,-0.00757575757575757,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"148",8111,0.0220775803414195,177,37,2,35,0.00770883972592302,0.00726198342656734,0.894052634843729,0.0105906852095465,0.000112162613207708,0.479703167003201,0.00470885659776315,0.0394463040850758,4.78378378378378,-0.0280003750770144,-0.0277777777777777,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"149",8112,0.0346525104168576,308,72,1,71,0.00704007322893474,0.00842681947880326,1.21868966737632,0.0109806155381701,0.000120573917597102,0.316877923304173,0.0166443009342587,0.0526607198994565,4.27777777777778,0.0667188815724377,-0.0140845070422535,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"150",8201,0.0585827894825865,91,24,2,22,0.0281076442306187,0.0222883678547445,2.57688443481092,0.0358721480514262,0.00128681100582344,0.612332536027309,-0.000247533321752438,0.117413112286925,3.79166666666667,0.564854125902419,-0.0434782608695652,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"151",8202,0.0177319559125452,110,19,2,17,0.00974463616419419,0.00736082174892254,0.713405674311712,0.0122122737764895,0.000149139630791932,0.688715550428897,-0.00229617308089757,0.0377600849059879,5.78947368421053,-0.0598383756931589,-0.0555555555555556,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"152",8203,0.0953339394945208,129,22,2,20,0.0230578122281814,0.043571772956512,5.39015926825272,0.0492966743637327,0.0024301621033239,0.517094694975507,0.0144873935379992,0.176180485451043,5.86363636363636,0.902649569173456,-0.0476190476190477,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"153",8204,0.0183665034895522,55,6,2,4,0.0138488439924417,0.00727150204467279,0.392000378762823,0.0156417780930644,0.000244665221912669,0.851647026989228,-0.00728601258307343,0.0440190195621778,9.16666666666667,-0.0744489332127156,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"154",8205,0.0263352479662699,129,28,2,26,0.00982821237185658,0.0100946545253834,1.01647850526858,0.0140888540489693,0.000198495808413158,0.53498087684666,0.00322952732596026,0.0494409686065795,4.60714285714286,0.00456829849029906,-0.037037037037037,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"155",8206,0.0608812440326605,79,19,2,17,0.0214367323021531,0.0211320804421278,1.07655954800559,0.0301014670009077,0.000906098315606734,0.49442923644529,0.0115148381511719,0.110247649914149,4.15789473684211,0.0242438568684356,-0.0555555555555556,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"156",8207,0.0224732252318844,53,6,2,4,0.014443381304496,0.0157553967721571,1.37231046291765,0.0213739044387113,0.000456843790955164,0.951083087459409,-0.0125799780476022,0.057526428511371,8.83333333333333,0.0475289952660833,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"157",8301,0.0293848233481539,668,107,2,105,0.00428625482269456,0.00457227281672898,0.882033010115264,0.00626718909206281,3.92776591156711e-05,0.213279794736508,0.0191066332371708,0.0396630134591369,6.24299065420561,-0.0224999428122402,-0.00943396226415105,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
"158",8302,0.0534717312360876,53,6,2,4,0.0243310844342021,0.0326722025117112,2.14946883405992,0.0407366479562389,0.00165947448671054,0.761835216749931,-0.0133363714121441,0.120279833884319,8.83333333333333,0.146740702220416,-0.2,1,"Incluir","Excluir","Incluir","Incluir","Incluir"
"159",8303,0.0291970403310641,112,24,2,22,0.0104874522636443,0.0148491413505927,1.52791254810153,0.0181792093841317,0.000330483653832101,0.622638773587951,-0.000616863058911874,0.05901094372104,4.66666666666667,0.143976149482234,-0.0434782608695652,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"160",8304,0.0661019677290179,87,18,2,16,0.0153980546719033,0.0198850882027063,0.856351322071224,0.0251498870873874,0.000632516820508333,0.380471080535578,0.0248561529057026,0.107347782552333,4.83333333333333,-0.0374735681553328,-0.0588235294117647,1,"Incluir","Incluir","Incluir","Incluir","Incluir"
"161",8305,0.0476664564802834,106,23,2,21,0.0146151113080621,0.0131828720907981,0.736419144257892,0.0196822151982287,0.000387389595109387,0.412915426309695,0.0153876235551883,0.0799452894053785,4.60869565217391,-0.0730404780972107,-0.0454545454545454,1,"Incluir","Incluir","Incluir","Excluir","Incluir"
